id,name,author,price,url,image_url,description,categories,created_at,updated_at,effect_all_classification,effect_all_classification_with_comments,effect_res_classification,effect_res_classification_with_comments,props_all_classification,props_all_classification_with_comments,props_res_classification,props_res_classification_with_comments
20162,Darwin's Encyclopedia of Thumb Tip Magic (DVD Download),,60.0,https://www.penguinmagic.com/p/1761,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/7589a.jpg,"""...that's the first thing you do in the morning... make sure you have your Thumb Tip with you... then you're ready to go out and conquer the world."" -- Gary DarwinThis incredible new DVD set will give you dozen","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-05-22 23:15:12.595990,2025-05-22 23:15:12.595993,Vanish (0.90); Production (0.80); Transformation (0.70),"Vanish (0.90) - The description mentions the thumb tip as a key prop, which is commonly used for vanishing effects.; Production (0.80) - The description suggests the thumb tip can be used to conquer the world, implying the ability to produce or create things.; Transformation (0.70) - The description refers to the thumb tip as a way to be ready to go out, suggesting a transformation or change in state.",Vanish (0.90); Production (0.80); Transformation (0.70),"Vanish (0.90) - The description mentions the thumb tip as a key prop, which is commonly used for vanishing effects.; Production (0.80) - The description suggests the thumb tip can be used to conquer the world, implying the ability to produce or create things.; Transformation (0.70) - The description refers to the thumb tip as a way to be ready to go out, suggesting a transformation or change in state.",,,,
11763,Darwin's Encyclopedia of Thumb Tip Magic (3 DVDs),,59.95,https://www.penguinmagic.com/p/912,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/7304a.jpg,"""...that's the first thing you do in the morning... make sure you have your Thumb Tip with you... then you're ready to go out and conquer the world."" -- Gary DarwinThis incredible new DVD set will give you dozen","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-05-22 19:35:52.083971,2025-05-22 19:35:52.083972,Vanish (0.90); Production (0.80); Transformation (0.70),"Vanish (0.90) - The description mentions using a thumb tip, which is commonly used for vanishing small objects.; Production (0.80) - The thumb tip can be used to produce small objects, which may be a part of the effects in this product.; Transformation (0.70) - The description suggests the thumb tip can be used to perform transformations, though this is not the main focus.",Vanish (0.90); Production (0.80); Transformation (0.70),"Vanish (0.90) - The description mentions using a thumb tip, which is commonly used for vanishing small objects.; Production (0.80) - The thumb tip can be used to produce small objects, which may be a part of the effects in this product.; Transformation (0.70) - The description suggests the thumb tip can be used to perform transformations, though this is not the main focus.",,,,
465060,Plot Twists by Oliver Meech,Oliver Meech,18.04,https://www.penguinmagic.com/p/21016,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/25760a-67ad3144ee91b.jpg,"""10/10. Go buy this. Now. You'll be glad you did""- Online Visions ""Definite GEM.""- Stone Cold Magic Magazine ""He certainly delivers the goods.""- Magic Week ""The production of the book is exc","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 17:04:33.179188,2025-04-13 17:04:33.179189,Transformation (0.90); Production (0.80),"Transformation (0.90) - The description mentions the magic effect involves the production of the book, which suggests a transformation effect where the book is produced or transformed from another object or state.; Production (0.80) - The description also mentions the production of the book, which indicates a production effect where the book is made to appear.",Transformation (0.90); Production (0.80),"Transformation (0.90) - The description mentions the magic effect involves the production of the book, which suggests a transformation effect where the book is produced or transformed from another object or state.; Production (0.80) - The description also mentions the production of the book, which indicates a production effect where the book is made to appear.",,,,
459957,451 by Josh Zandman,Josh Zandman,189.05,https://www.penguinmagic.com/p/20503,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/25248a-671fdc2d8be2b.png,"""451 uses one of the most deceptive methods I've ever seen built into a book with multiple other mind-blowing principles!"" - Bedros Spidey Akkelian ""The first to legitimately rival Ted Karmilovich's THE MOTHER","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 16:37:53.745386,2025-04-13 16:37:53.745386,Mentalism (0.90); Transformation (0.70),"Mentalism (0.90) - The description mentions one of the most deceptive methods and mind-blowing principles, which suggests a mentalism-based effect.; Transformation (0.70) - The description compares the product to Ted Karmilovichs THE MOTHER",Mentalism (0.90); Transformation (0.70),"Mentalism (0.90) - The description mentions one of the most deceptive methods and mind-blowing principles, which suggests a mentalism-based effect.; Transformation (0.70) - The description compares the product to Ted Karmilovichs THE MOTHER",gimmick (0.80); device (0.60),"gimmick (0.80) - The description suggests the use of a deceptive method or gimmick built into the book.; device (0.60) - While not explicitly mentioned, the deceptive methods and mind-blowing principles may involve a specialized device or apparatus.",gimmick (0.80),gimmick (0.80) - The description suggests the use of a deceptive method or gimmick built into the book.
478006,Wunderkind By Andreas Dante (Instant Download),,19.95,https://www.penguinmagic.com/p/11705,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/16505a-5ca11521356d6.png,"""5 stars. No gimmicks, no writing, but you can divine their number over and over again. The concept of random thoughts allows you to expound on the mystery of the universe."" - Marc Salem""This is TV show level","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 19:44:16.436684,2025-04-13 19:44:16.436687,Prediction (0.90); Mentalism (0.80),"Prediction (0.90) - The description mentions the ability to divine their number over and over again, which suggests a prediction effect.; Mentalism (0.80) - The description refers to random thoughts and the mystery of the universe, which implies a mentalism-based effect.",Prediction (0.90); Mentalism (0.80),"Prediction (0.90) - The description mentions the ability to divine their number over and over again, which suggests a prediction effect.; Mentalism (0.80) - The description refers to random thoughts and the mystery of the universe, which implies a mentalism-based effect.",cards (0.80),"cards (0.80) - The props used in the effect are not explicitly mentioned, but cards are a common prop for prediction and mentalism effects.",cards (0.80),"cards (0.80) - The props used in the effect are not explicitly mentioned, but cards are a common prop for prediction and mentalism effects."
453709,52 Memories (Retrospective Edition) by Andi Gladwin and Jack Parker - Book,Andi Gladwin and Jack Parker - Book,47.5,https://www.penguinmagic.com/p/19209,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/23958a-654555a2c417f.png,"""52 Memories is one of the most important magic books to be published in the last ten years.""- Tomas BlombergMany magic books can be trivialized. They are, after all, just a collection of tricks. But, 52 Memories is",[],2025-04-07 08:25:04.308616,2025-04-07 08:25:04.308616,Mentalism (0.90); Prediction (0.80); Transformation (0.70),"Mentalism (0.90) - The book is described as a collection of memories, suggesting a focus on mental effects and mind reading.; Prediction (0.80) - The title Retrospective Edition implies the book contains predictive effects.; Transformation (0.70) - The description mentions the book contains important magic, which could suggest transformative effects.",Mentalism (0.90); Prediction (0.80); Transformation (0.70),"Mentalism (0.90) - The book is described as a collection of memories, suggesting a focus on mental effects and mind reading.; Prediction (0.80) - The title Retrospective Edition implies the book contains predictive effects.; Transformation (0.70) - The description mentions the book contains important magic, which could suggest transformative effects.",cards (0.90),cards (0.90) - Cards are explicitly mentioned as a primary prop used in the effects.,cards (0.90),cards (0.90) - Cards are explicitly mentioned as a primary prop used in the effects.
477206,Consolidation by David Regal (Instant Download),David Regal,9.95,https://www.penguinmagic.com/p/11625,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/16428a-5c89ba9e8ecdc.png,"""A GREAT ROUTINE. He's got a vanish, a transformation, and a souvenir for his spectator (that costs you nothing) all wrapped up in one fantastic routine. This. Just. Makes. Sense. I love it!"" - David McCrearyWhat","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 19:39:27.590050,2025-04-13 19:39:27.590056,Transformation (0.90); Vanish (0.80),Transformation (0.90) - The description mentions a transformation as one of the key effects in the routine.; Vanish (0.80) - The description also mentions a vanish as part of the routine.,Transformation (0.90); Vanish (0.80),Transformation (0.90) - The description mentions a transformation as one of the key effects in the routine.; Vanish (0.80) - The description also mentions a vanish as part of the routine.,cards (0.80),"cards (0.80) - The main prop used in the routine is likely cards, as they are a common prop in magic tricks.",cards (0.80),"cards (0.80) - The main prop used in the routine is likely cards, as they are a common prop in magic tricks."
3358,Sketch by Cameron Francis (Instant Download),Cameron Francis,34.95,https://www.penguinmagic.com/p/5297,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/10338a-54f12f13300a3.jpg,"""A KILLER idea!"" -- Dave Forrest""Another very commercial winner from the fertile mind of Cameron Francis. This one hits, and hits hard. It's expertly explained and taught, as are all of Mr. Francis' releases.","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-14 00:32:59.208646,2025-04-14 00:32:59.208647,Transformation (0.90),"Transformation (0.90) - The description mentions the effect involves a very commercial winner and hits hard, suggesting a strong visual transformation effect.",Transformation (0.90),"Transformation (0.90) - The description mentions the effect involves a very commercial winner and hits hard, suggesting a strong visual transformation effect.",cards (0.80),"cards (0.80) - The main prop used in the effect is likely cards, as they are a common prop for magic tricks.",cards (0.80),"cards (0.80) - The main prop used in the effect is likely cards, as they are a common prop for magic tricks."
498614,DMC ELITES: Pro Gaffs V1,,18.99,https://www.penguinmagic.com/p/13773,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/18553a-5ee7b25837128.png,"""A MOMENT OF NUCLEAR FUSION IN CARD MAGIC""Here's an incredible new gaffed deck, designed to unlock the incredible potential of the DMC ELITES marked deck to perform thousands of classic effects requiring gaffed card","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 21:49:03.083649,2025-04-13 21:49:03.083651,Transformation (0.90); Prediction (0.80); Control / Forcing (0.70),"Transformation (0.90) - The product description mentions that the gaffed deck is designed to perform thousands of classic effects requiring gaffed cards, which often involve transformations of cards.; Prediction (0.80) - The product description also mentions incredible potential of the DMC ELITES marked deck to perform thousands of classic effects, which could include prediction effects.; Control / Forcing (0.70) - The use of a marked deck suggests the ability to control or force card selections.",Transformation (0.90); Prediction (0.80); Control / Forcing (0.70),"Transformation (0.90) - The product description mentions that the gaffed deck is designed to perform thousands of classic effects requiring gaffed cards, which often involve transformations of cards.; Prediction (0.80) - The product description also mentions incredible potential of the DMC ELITES marked deck to perform thousands of classic effects, which could include prediction effects.; Control / Forcing (0.70) - The use of a marked deck suggests the ability to control or force card selections.",cards (1.00),cards (1.00) - The main prop used in this product is a deck of cards.,cards (1.00),cards (1.00) - The main prop used in this product is a deck of cards.
13953,A Piece of My Mind (Digital) By Michael Murray (Instant Download),,60.0,https://www.penguinmagic.com/p/6352,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/11304a-56426b56a063f.png,"""A Piece Of My Mind"" is collection of mentalism routines, discussions and principles by Michael Murray developed over a ten year period.  Known the world over for his unique approach to mentalism plots this is sure","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-14 01:29:20.444894,2025-04-14 01:29:20.444896,Mentalism (0.90); Mind Reading (0.80); Prediction (0.70),"Mentalism (0.90) - The title and description suggest that the main focus of the product is on mentalism routines and principles.; Mind Reading (0.80) - The description mentions that the product contains mentalism plots, which often involve mind reading effects.; Prediction (0.70) - While not explicitly stated, some of the mentalism routines may involve prediction elements.",Mentalism (0.90); Mind Reading (0.80); Prediction (0.70),"Mentalism (0.90) - The title and description suggest that the main focus of the product is on mentalism routines and principles.; Mind Reading (0.80) - The description mentions that the product contains mentalism plots, which often involve mind reading effects.; Prediction (0.70) - While not explicitly stated, some of the mentalism routines may involve prediction elements.",,,,
49255,A Piece Of My Mind by Michael Murray (Book),Michael Murray,81.96,https://www.penguinmagic.com/p/4673,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/8728a-541b58eac2a57.png,"""A Piece Of My Mind"" is collection of mentalism routines, discussions and principles by Michael Murray developed over a ten year period. Known the world over for his unique approach to mentalism plots this is sure t","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-05-23 23:17:59.705371,2025-05-23 23:17:59.705372,Mentalism (0.95); Mind Reading (0.90); Prediction (0.80),"Mentalism (0.95) - The title and description suggest that the main focus of the product is on mentalism routines and principles.; Mind Reading (0.90) - The description mentions that the product contains mentalism plots, which are often associated with mind reading effects.; Prediction (0.80) - While not explicitly stated, the mentalism nature of the product suggests that prediction effects may be included.",Mentalism (0.95); Mind Reading (0.90); Prediction (0.80),"Mentalism (0.95) - The title and description suggest that the main focus of the product is on mentalism routines and principles.; Mind Reading (0.90) - The description mentions that the product contains mentalism plots, which are often associated with mind reading effects.; Prediction (0.80) - While not explicitly stated, the mentalism nature of the product suggests that prediction effects may be included.",,,,
23409,Michael Rubinstein LIVE 2 (Instant Download),,34.95,https://www.penguinmagic.com/p/7338,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/12238a-579b8aabb3027.jpg,"""A Superb Artist"" - Dai Vernon

""A Highly Innovative Coin Worker"" - Ken Krenzel

""One ""Hell"" of a Coin Guy"" - Tom Gagnon

""A Coin Master"" - Mike Ammar

""One of the Be","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-14 13:32:43.403735,2025-04-14 13:32:43.403737,Vanish (0.80); Production (0.70),"Vanish (0.80) - Coin vanishes are a common effect in coin magic, and the description mentions the performers skill as a Coin Worker.; Production (0.70) - The description also suggests the performer can produce or appear to produce coins, which is another common coin magic effect.",Vanish (0.80); Production (0.70),"Vanish (0.80) - Coin vanishes are a common effect in coin magic, and the description mentions the performers skill as a Coin Worker.; Production (0.70) - The description also suggests the performer can produce or appear to produce coins, which is another common coin magic effect.",coins (1.00),"coins (1.00) - The main props used are coins, as indicated by the description.",coins (1.00),"coins (1.00) - The main props used are coins, as indicated by the description."
44054,"Outlaw Magic Lonnie Chevrie- #2, DVD",,35.0,https://www.penguinmagic.com/p/4152,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/8223a-532e057c53b14.jpg,"""A True Outlaw in the Field of Magic"" Although Lonnie Chevrie may not be known to many he has developed a reputation amongst magic's elite underground as a top thinker and creator of usable, practical, and amazing m","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-05-23 22:40:20.687285,2025-05-23 22:40:20.687287,Mentalism (0.90); Prediction (0.70),"Mentalism (0.90) - The description mentions that Lonnie Chevrie is known for creating usable; Prediction (0.70) - The description also mentions prediction as one of the possible effects, so this could be a secondary or supporting effect.",Mentalism (0.90); Prediction (0.70),"Mentalism (0.90) - The description mentions that Lonnie Chevrie is known for creating usable; Prediction (0.70) - The description also mentions prediction as one of the possible effects, so this could be a secondary or supporting effect.",magic apparatus (0.80),magic apparatus (0.80) - The description suggests that Lonnie Chevrie has developed specialized magic props or devices to create his unique effects.,magic apparatus (0.80),magic apparatus (0.80) - The description suggests that Lonnie Chevrie has developed specialized magic props or devices to create his unique effects.
502305,Zenscape by Doan (Instant Download),Doan,34.95,https://www.penguinmagic.com/p/14147,https://s3.amazonaws.com/images.penguinmagic.com/images/products/large/18927a-5f3c7a23cd195.jpg,"""A beautiful piece of visual magic!"" - John CareyA rubber band visually ‘escapes’ from another.Sounds unreal? No, it's 100% real. You can totally do that with Zenscape from Doan.Nothing else are used, just","['magic tricks', 'magic shops', 'card tricks', 'street magic', 'levitation', 'magic store', 'magic supplies']",2025-04-13 22:12:29.707557,2025-04-13 22:12:29.707559,Escape (0.90); Transformation (0.70),"Escape (0.90) - The description mentions that a rubber band escapes from another, which fits the Escape category; Transformation (0.70) - While the main effect is an Escape, the description also mentions a visual transformation of the rubber band",Escape (0.90); Transformation (0.70),"Escape (0.90) - The description mentions that a rubber band escapes from another, which fits the Escape category; Transformation (0.70) - While the main effect is an Escape, the description also mentions a visual transformation of the rubber band",,,,
